Entity,Code,Year,Barley | 00000044 || Production | 005510 || tonnes
Slovenia,SVN,2004,59729
Slovenia,SVN,2005,61239
Slovenia,SVN,2006,61623
Slovenia,SVN,2007,67904
Slovenia,SVN,2008,76788
Slovenia,SVN,2009,70793
Slovenia,SVN,2010,80120
Slovenia,SVN,2011,79386
Slovenia,SVN,2012,84727
Slovenia,SVN,2013,69303
Slovenia,SVN,2014,89700
Slovenia,SVN,2015,93174
Slovenia,SVN,2016,91653
Slovenia,SVN,2017,97929
Slovenia,SVN,2018,88060
Slovenia,SVN,2019,102480
Slovenia,SVN,2020,122210
South Africa,ZAF,1961,36000
South Africa,ZAF,1962,43000
South Africa,ZAF,1963,37000
South Africa,ZAF,1964,47000
South Africa,ZAF,1965,35000
South Africa,ZAF,1966,38000
South Africa,ZAF,1967,51000
South Africa,ZAF,1968,37000
South Africa,ZAF,1969,20000
South Africa,ZAF,1970,33000
South Africa,ZAF,1971,32000
South Africa,ZAF,1972,33000
South Africa,ZAF,1973,32000
South Africa,ZAF,1974,63000
South Africa,ZAF,1975,69000
South Africa,ZAF,1976,73000
South Africa,ZAF,1977,106000
South Africa,ZAF,1978,135000
South Africa,ZAF,1979,141000
South Africa,ZAF,1980,60000
South Africa,ZAF,1981,106000
South Africa,ZAF,1982,110000
South Africa,ZAF,1983,154000
South Africa,ZAF,1984,173000
South Africa,ZAF,1985,256000
South Africa,ZAF,1986,199000
South Africa,ZAF,1987,280000
South Africa,ZAF,1988,126000
South Africa,ZAF,1989,266000
South Africa,ZAF,1990,262000
South Africa,ZAF,1991,170000
South Africa,ZAF,1992,269000
South Africa,ZAF,1993,233000
South Africa,ZAF,1994,275000
South Africa,ZAF,1995,300000
South Africa,ZAF,1996,176000
South Africa,ZAF,1997,182000
South Africa,ZAF,1998,215160
South Africa,ZAF,1999,90800
South Africa,ZAF,2000,142390
South Africa,ZAF,2001,141100
South Africa,ZAF,2002,183770
South Africa,ZAF,2003,240000
South Africa,ZAF,2004,185000
South Africa,ZAF,2005,225000
South Africa,ZAF,2006,236000
South Africa,ZAF,2007,222500
South Africa,ZAF,2008,192000
South Africa,ZAF,2009,216000
South Africa,ZAF,2010,194000
South Africa,ZAF,2011,312000
South Africa,ZAF,2012,298000
South Africa,ZAF,2013,267500
South Africa,ZAF,2014,302000
South Africa,ZAF,2015,332000
South Africa,ZAF,2016,355000
South Africa,ZAF,2017,307000
South Africa,ZAF,2018,421500
South Africa,ZAF,2019,345000
South Africa,ZAF,2020,589846
South America,,1961,1370574
South America,,1962,955062
South America,,1963,1635497
South America,,1964,1414021
South America,,1965,946987
South America,,1966,974586
South America,,1967,1154810
South America,,1968,1146964
South America,,1969,1101580
South America,,1970,935059
South America,,1971,1118433
South America,,1972,1468007
South America,,1973,1272293
South America,,1974,998690
South America,,1975,1115209
South America,,1976,1333124
South America,,1977,957490
South America,,1978,1210235
South America,,1979,961482
South America,,1980,732346
South America,,1981,672648
South America,,1982,735377
South America,,1983,619941
South America,,1984,705662
South America,,1985,740007
South America,,1986,768992
South America,,1987,972501
South America,,1988,1085392
South America,,1989,1223740
South America,,1990,988389
South America,,1991,1237477
South America,,1992,1355771
South America,,1993,1076480
South America,,1994,992354
South America,,1995,1176761
South America,,1996,1440071
South America,,1997,1710656
South America,,1998,1423932
South America,,1999,1215215
South America,,2000,1568394
South America,,2001,1288980
South America,,2002,1381136
South America,,2003,2044888
South America,,2004,2034638
South America,,2005,1769444
South America,,2006,2337087
South America,,2007,2390742
South America,,2008,2712366
South America,,2009,2394422
South America,,2010,3822390
South America,,2011,5121201
South America,,2012,6004700
South America,,2013,5619953
South America,,2014,3787247
South America,,2015,3676191
South America,,2016,6068931
South America,,2017,5084851
South America,,2018,6226365
South America,,2019,6236599
South America,,2020,5940641
South America (FAO),,1961,1370574
South America (FAO),,1962,955062
South America (FAO),,1963,1635497
South America (FAO),,1964,1414021
South America (FAO),,1965,946987
South America (FAO),,1966,974586
South America (FAO),,1967,1154810
South America (FAO),,1968,1146964
South America (FAO),,1969,1101580
South America (FAO),,1970,935059
South America (FAO),,1971,1118433
South America (FAO),,1972,1468007
South America (FAO),,1973,1272293
South America (FAO),,1974,998690
South America (FAO),,1975,1115209
South America (FAO),,1976,1333124
South America (FAO),,1977,957490
South America (FAO),,1978,1210235
South America (FAO),,1979,961482
South America (FAO),,1980,732346
South America (FAO),,1981,672648
South America (FAO),,1982,735377
South America (FAO),,1983,619941
South America (FAO),,1984,705662
South America (FAO),,1985,740007
South America (FAO),,1986,768992
South America (FAO),,1987,972501
South America (FAO),,1988,1085392
South America (FAO),,1989,1223740
South America (FAO),,1990,988389
South America (FAO),,1991,1237477
South America (FAO),,1992,1355771
South America (FAO),,1993,1076480
South America (FAO),,1994,992354
South America (FAO),,1995,1176761
South America (FAO),,1996,1440071
South America (FAO),,1997,1710656
South America (FAO),,1998,1423932
South America (FAO),,1999,1215215
South America (FAO),,2000,1568394
South America (FAO),,2001,1288980
South America (FAO),,2002,1381136
South America (FAO),,2003,2044888
South America (FAO),,2004,2034638
South America (FAO),,2005,1769444
South America (FAO),,2006,2337087
South America (FAO),,2007,2390742
South America (FAO),,2008,2712366
South America (FAO),,2009,2394422
South America (FAO),,2010,3822390
South America (FAO),,2011,5121201
South America (FAO),,2012,6004700
South America (FAO),,2013,5619953
South America (FAO),,2014,3787247
South America (FAO),,2015,3676191
South America (FAO),,2016,6068931
South America (FAO),,2017,5084851
South America (FAO),,2018,6226365
South America (FAO),,2019,6236599
South America (FAO),,2020,5940641
South Korea,KOR,1961,1662000
South Korea,KOR,1962,1546000
South Korea,KOR,1963,1035000
South Korea,KOR,1964,1704000
South Korea,KOR,1965,2027000
South Korea,KOR,1966,2267000
South Korea,KOR,1967,2153000
South Korea,KOR,1968,2333000
South Korea,KOR,1969,2314000
South Korea,KOR,1970,2210000
South Korea,KOR,1971,2097000
South Korea,KOR,1972,2222000
South Korea,KOR,1973,2004000
South Korea,KOR,1974,1927000
South Korea,KOR,1975,2361000
South Korea,KOR,1976,2443000
South Korea,KOR,1977,1130000
South Korea,KOR,1978,1847000
South Korea,KOR,1979,2055000
South Korea,KOR,1980,1100000
South Korea,KOR,1981,1158000
South Korea,KOR,1982,1059000
South Korea,KOR,1983,1158000
South Korea,KOR,1984,1130000
South Korea,KOR,1985,792692
South Korea,KOR,1986,628544
South Korea,KOR,1987,717139
South Korea,KOR,1988,779853
South Korea,KOR,1989,716397
South Korea,KOR,1990,577975
South Korea,KOR,1991,339570
South Korea,KOR,1992,314673
South Korea,KOR,1993,319207
South Korea,KOR,1994,231547
South Korea,KOR,1995,281712
South Korea,KOR,1996,287957
South Korea,KOR,1997,188017
South Korea,KOR,1998,184395
South Korea,KOR,1999,234870
South Korea,KOR,2000,161052
South Korea,KOR,2001,268908
South Korea,KOR,2002,212040
South Korea,KOR,2003,158300
South Korea,KOR,2004,177042
South Korea,KOR,2005,192807
South Korea,KOR,2006,147992
South Korea,KOR,2007,168891
South Korea,KOR,2008,170053
South Korea,KOR,2009,148624
South Korea,KOR,2010,81216
South Korea,KOR,2011,75520
South Korea,KOR,2012,57217
South Korea,KOR,2013,60461
South Korea,KOR,2014,88273
South Korea,KOR,2015,76003
South Korea,KOR,2016,73893
South Korea,KOR,2017,74853
South Korea,KOR,2018,102702
South Korea,KOR,2019,136915
South Korea,KOR,2020,98397
South-eastern Asia (FAO),,1985,453
South-eastern Asia (FAO),,1986,324
South-eastern Asia (FAO),,1987,234
South-eastern Asia (FAO),,1988,83
South-eastern Asia (FAO),,1989,588
South-eastern Asia (FAO),,1990,950
South-eastern Asia (FAO),,1991,1401
South-eastern Asia (FAO),,1992,1932
South-eastern Asia (FAO),,1993,6000
South-eastern Asia (FAO),,1994,10000
South-eastern Asia (FAO),,1995,16000
South-eastern Asia (FAO),,1996,21546
South-eastern Asia (FAO),,1997,13982
South-eastern Asia (FAO),,1998,15560
South-eastern Asia (FAO),,1999,17442
South-eastern Asia (FAO),,2000,11461
South-eastern Asia (FAO),,2001,13131
South-eastern Asia (FAO),,2002,13595
South-eastern Asia (FAO),,2003,22863
South-eastern Asia (FAO),,2004,24970
South-eastern Asia (FAO),,2005,28444
South-eastern Asia (FAO),,2006,36528
South-eastern Asia (FAO),,2007,45435
South-eastern Asia (FAO),,2008,53648
South-eastern Asia (FAO),,2009,61954
South-eastern Asia (FAO),,2010,70000
South-eastern Asia (FAO),,2011,80000
South-eastern Asia (FAO),,2012,88500
South-eastern Asia (FAO),,2013,95000
South-eastern Asia (FAO),,2014,120000
South-eastern Asia (FAO),,2015,120000
South-eastern Asia (FAO),,2016,120000
South-eastern Asia (FAO),,2017,140000
South-eastern Asia (FAO),,2018,130000
South-eastern Asia (FAO),,2019,138633
South-eastern Asia (FAO),,2020,158228
Southern Africa (FAO),,1961,39271
Southern Africa (FAO),,1962,45800
Southern Africa (FAO),,1963,39400
Southern Africa (FAO),,1964,49000
Southern Africa (FAO),,1965,36800
Southern Africa (FAO),,1966,39600
Southern Africa (FAO),,1967,52300
Southern Africa (FAO),,1968,38000
Southern Africa (FAO),,1969,20827
Southern Africa (FAO),,1970,33573
Southern Africa (FAO),,1971,32351
Southern Africa (FAO),,1972,33350
Southern Africa (FAO),,1973,32350
Southern Africa (FAO),,1974,63350
Southern Africa (FAO),,1975,69350
Southern Africa (FAO),,1976,73350
Southern Africa (FAO),,1977,106400
Southern Africa (FAO),,1978,135400
Southern Africa (FAO),,1979,141400
Southern Africa (FAO),,1980,60400
Southern Africa (FAO),,1981,106400
Southern Africa (FAO),,1982,110400
Southern Africa (FAO),,1983,154400
Southern Africa (FAO),,1984,173400
Southern Africa (FAO),,1985,256500
Southern Africa (FAO),,1986,199500
Southern Africa (FAO),,1987,280500
Southern Africa (FAO),,1988,126500
Southern Africa (FAO),,1989,266300
Southern Africa (FAO),,1990,262100
Southern Africa (FAO),,1991,170500
Southern Africa (FAO),,1992,269505
Southern Africa (FAO),,1993,233488
Southern Africa (FAO),,1994,275412
Southern Africa (FAO),,1995,300400
Southern Africa (FAO),,1996,176500
Southern Africa (FAO),,1997,182404
Southern Africa (FAO),,1998,215460
Southern Africa (FAO),,1999,91000
Southern Africa (FAO),,2000,142612
Southern Africa (FAO),,2001,141418
Southern Africa (FAO),,2002,184107
Southern Africa (FAO),,2003,240344
Southern Africa (FAO),,2004,185324
Southern Africa (FAO),,2005,225360
Southern Africa (FAO),,2006,236330
Southern Africa (FAO),,2007,222950
Southern Africa (FAO),,2008,192410
Southern Africa (FAO),,2009,216720
Southern Africa (FAO),,2010,194671
Southern Africa (FAO),,2011,312550
Southern Africa (FAO),,2012,298504
Southern Africa (FAO),,2013,268002
Southern Africa (FAO),,2014,302491
Southern Africa (FAO),,2015,332474
Southern Africa (FAO),,2016,355489
Southern Africa (FAO),,2017,307485
Southern Africa (FAO),,2018,421982
Southern Africa (FAO),,2019,345485
Southern Africa (FAO),,2020,590330
Southern Asia (FAO),,1961,4156472
Southern Asia (FAO),,1962,4449688
Southern Asia (FAO),,1963,3708036
Southern Asia (FAO),,1964,3286908
Southern Asia (FAO),,1965,3994992
Southern Asia (FAO),,1966,3963000
Southern Asia (FAO),,1967,3874600
Southern Asia (FAO),,1968,5174700
Southern Asia (FAO),,1969,4073700
Southern Asia (FAO),,1970,4319937
Southern Asia (FAO),,1971,4186401
Southern Asia (FAO),,1972,4089259
Southern Asia (FAO),,1973,3815615
Southern Asia (FAO),,1974,3798445
Southern Asia (FAO),,1975,5139632
Southern Asia (FAO),,1976,5254247
Southern Asia (FAO),,1977,4036191
Southern Asia (FAO),,1978,4013330
Southern Asia (FAO),,1979,3981920
Southern Asia (FAO),,1980,3455084
Southern Asia (FAO),,1981,4775033
Southern Asia (FAO),,1982,4367619
Southern Asia (FAO),,1983,4385908
Southern Asia (FAO),,1984,4553485
Southern Asia (FAO),,1985,4267185
Southern Asia (FAO),,1986,4873290
Southern Asia (FAO),,1987,4775999
Southern Asia (FAO),,1988,5375092
Southern Asia (FAO),,1989,4963976
Southern Asia (FAO),,1990,5424243
Southern Asia (FAO),,1991,5135633
Southern Asia (FAO),,1992,5145465
Southern Asia (FAO),,1993,5018110
Southern Asia (FAO),,1994,4772479
Southern Asia (FAO),,1995,4639531
Southern Asia (FAO),,1996,4692461
Southern Asia (FAO),,1997,4410201
Southern Asia (FAO),,1998,5442250
Southern Asia (FAO),,1999,3932057
Southern Asia (FAO),,2000,3362056
Southern Asia (FAO),,2001,4075557
Southern Asia (FAO),,2002,4989488
Southern Asia (FAO),,2003,4689495
Southern Asia (FAO),,2004,4659018
Southern Asia (FAO),,2005,4527510
Southern Asia (FAO),,2006,4661193
Southern Asia (FAO),,2007,4930823
Southern Asia (FAO),,2008,3198502
Southern Asia (FAO),,2009,4651695
Southern Asia (FAO),,2010,5186660
Southern Asia (FAO),,2011,4607828
Southern Asia (FAO),,2012,4995207
Southern Asia (FAO),,2013,5178781
Southern Asia (FAO),,2014,5409289
Southern Asia (FAO),,2015,5319789
Southern Asia (FAO),,2016,5561623
Southern Asia (FAO),,2017,4679985
Southern Asia (FAO),,2018,4834211
Southern Asia (FAO),,2019,5443064
Southern Asia (FAO),,2020,5527350
Southern Europe (FAO),,1961,2877723
Southern Europe (FAO),,1962,3235739
Southern Europe (FAO),,1963,3153238
Southern Europe (FAO),,1964,3010136
Southern Europe (FAO),,1965,3277140
Southern Europe (FAO),,1966,3596652
Southern Europe (FAO),,1967,4337242
Southern Europe (FAO),,1968,4724099
Southern Europe (FAO),,1969,5139278
Southern Europe (FAO),,1970,4622291
Southern Europe (FAO),,1971,6496229
Southern Europe (FAO),,1972,6173276
Southern Europe (FAO),,1973,6445041
Southern Europe (FAO),,1974,7805421
Southern Europe (FAO),,1975,9085061
Southern Europe (FAO),,1976,7928079
Southern Europe (FAO),,1977,8805135
Southern Europe (FAO),,1978,10404494
Southern Europe (FAO),,1979,8624362
Southern Europe (FAO),,1980,11470828
Southern Europe (FAO),,1981,7272083
Southern Europe (FAO),,1982,7916401
Southern Europe (FAO),,1983,9223190
Southern Europe (FAO),,1984,14134142
Southern Europe (FAO),,1985,13714399
Southern Europe (FAO),,1986,10488089
Southern Europe (FAO),,1987,12715578
Southern Europe (FAO),,1988,14941028
Southern Europe (FAO),,1989,12481238
Southern Europe (FAO),,1990,12176061
Southern Europe (FAO),,1991,12391313
Southern Europe (FAO),,1992,8916076
Southern Europe (FAO),,1993,12392436
Southern Europe (FAO),,1994,10041205
Southern Europe (FAO),,1995,7589919
Southern Europe (FAO),,1996,13024278
Southern Europe (FAO),,1997,10779525
Southern Europe (FAO),,1998,13397235
Southern Europe (FAO),,1999,9718204
Southern Europe (FAO),,2000,13287447
Southern Europe (FAO),,2001,8479291
Southern Europe (FAO),,2002,10659231
Southern Europe (FAO),,2003,10482668
Southern Europe (FAO),,2004,12981319
Southern Europe (FAO),,2005,6823779
Southern Europe (FAO),,2006,10529436
Southern Europe (FAO),,2007,14251190
Southern Europe (FAO),,2008,13897960
Southern Europe (FAO),,2009,9606738
Southern Europe (FAO),,2010,10169997
Southern Europe (FAO),,2011,10336237
Southern Europe (FAO),,2012,8018791
Southern Europe (FAO),,2013,12134089
Southern Europe (FAO),,2014,9088935
Southern Europe (FAO),,2015,9041100
Southern Europe (FAO),,2016,11577385
Southern Europe (FAO),,2017,8048149
Southern Europe (FAO),,2018,11950293
Southern Europe (FAO),,2019,10263637
Southern Europe (FAO),,2020,14237673
Spain,ESP,1961,1743700
Spain,ESP,1962,2161952
Spain,ESP,1963,2070700
Spain,ESP,1964,1926900
Spain,ESP,1965,1891447
Spain,ESP,1966,2006300
Spain,ESP,1967,2575765
Spain,ESP,1968,3440975
Spain,ESP,1969,3877300
Spain,ESP,1970,3103200
Spain,ESP,1971,4784700
Spain,ESP,1972,4358300
Spain,ESP,1973,4402200
Spain,ESP,1974,5404000
Spain,ESP,1975,6728000
Spain,ESP,1976,5472900
Spain,ESP,1977,6766000
Spain,ESP,1978,8068307
Spain,ESP,1979,6251700
Spain,ESP,1980,8705000
Spain,ESP,1981,4757600
Spain,ESP,1982,5269800
Spain,ESP,1983,6662000
Spain,ESP,1984,10789100
Spain,ESP,1985,10698287
Spain,ESP,1986,7431014
Spain,ESP,1987,9836230
Spain,ESP,1988,12070000
Spain,ESP,1989,9393900
Spain,ESP,1990,9382100
Spain,ESP,1991,9262486
Spain,ESP,1992,6105000
Spain,ESP,1993,9700797
Spain,ESP,1994,7415500
Spain,ESP,1995,5046600
Spain,ESP,1996,10697000
Spain,ESP,1997,8549540
Spain,ESP,1998,10895300
Spain,ESP,1999,7434300
Spain,ESP,2000,11063008
Spain,ESP,2001,6249139
Spain,ESP,2002,8362328
Spain,ESP,2003,8698400
Spain,ESP,2004,10639817
Spain,ESP,2005,4626059
Spain,ESP,2006,8136389
Spain,ESP,2007,11945319
Spain,ESP,2008,11261100
Spain,ESP,2009,7295934
Spain,ESP,2010,8154392
Spain,ESP,2011,8287073
Spain,ESP,2012,5956300
Spain,ESP,2013,10005000
Spain,ESP,2014,6983109
Spain,ESP,2015,6705106
Spain,ESP,2016,9176159
Spain,ESP,2017,5785944
Spain,ESP,2018,9554160
Spain,ESP,2019,7744150
Spain,ESP,2020,11465350
Sudan (former),,1961,130
Sudan (former),,1962,170
Sudan (former),,1963,1308
Sudan (former),,1964,140
Sudan (former),,1965,141
Sudan (former),,1966,102
Sudan (former),,1967,81
Sudan (former),,1990,0
Sudan (former),,1991,0
Sudan (former),,1992,0
Sweden,SWE,1961,944580
Sweden,SWE,1962,925720
Sweden,SWE,1963,1155350
Sweden,SWE,1964,1374600
Sweden,SWE,1965,1436700
Sweden,SWE,1966,1407700
Sweden,SWE,1967,1563950
Sweden,SWE,1968,1776400
Sweden,SWE,1969,1575180
Sweden,SWE,1970,1903650
Sweden,SWE,1971,2028980
Sweden,SWE,1972,1849950
Sweden,SWE,1973,1736350
Sweden,SWE,1974,2356150
Sweden,SWE,1975,1902830
Sweden,SWE,1976,1825550
Sweden,SWE,1977,1966070
Sweden,SWE,1978,2434420
Sweden,SWE,1979,2345530
Sweden,SWE,1980,2171940
Sweden,SWE,1981,2451660
Sweden,SWE,1982,2378190
Sweden,SWE,1983,2026370
Sweden,SWE,1984,2732940
Sweden,SWE,1985,2309170
Sweden,SWE,1986,2327000
Sweden,SWE,1987,1907400
Sweden,SWE,1988,1878700
Sweden,SWE,1989,1870000
Sweden,SWE,1990,2122600
Sweden,SWE,1991,1935300
Sweden,SWE,1992,1261000
Sweden,SWE,1993,1670500
Sweden,SWE,1994,1660900
Sweden,SWE,1995,1792700
Sweden,SWE,1996,2113400
Sweden,SWE,1997,2086300
Sweden,SWE,1998,1686900
Sweden,SWE,1999,1852500
Sweden,SWE,2000,1615400
Sweden,SWE,2001,1623000
Sweden,SWE,2002,1757200
Sweden,SWE,2003,1528400
Sweden,SWE,2004,1691900
Sweden,SWE,2005,1592900
Sweden,SWE,2006,1110600
Sweden,SWE,2007,1439000
Sweden,SWE,2008,1671600
Sweden,SWE,2009,1680900
Sweden,SWE,2010,1232300
Sweden,SWE,2011,1409100
Sweden,SWE,2012,1701700
Sweden,SWE,2013,1940100
Sweden,SWE,2014,1574200
Sweden,SWE,2015,1672300
Sweden,SWE,2016,1530400
Sweden,SWE,2017,1635200
Sweden,SWE,2018,1094400
Sweden,SWE,2019,1546500
Sweden,SWE,2020,1513500
Switzerland,CHE,1961,92200
Switzerland,CHE,1962,124600
Switzerland,CHE,1963,94900
Switzerland,CHE,1964,105100
Switzerland,CHE,1965,94600
Switzerland,CHE,1966,106800
Switzerland,CHE,1967,116600
Switzerland,CHE,1968,111600
Switzerland,CHE,1969,132300
Switzerland,CHE,1970,141800
Switzerland,CHE,1971,167700
Switzerland,CHE,1972,156200
Switzerland,CHE,1973,172800
Switzerland,CHE,1974,209600
Switzerland,CHE,1975,172300
Switzerland,CHE,1976,183200
Switzerland,CHE,1977,172100
Switzerland,CHE,1978,214700
Switzerland,CHE,1979,222200
Switzerland,CHE,1980,211500
Switzerland,CHE,1981,225600
Switzerland,CHE,1982,235600
Switzerland,CHE,1983,240700
Switzerland,CHE,1984,311800
Switzerland,CHE,1985,269200
Switzerland,CHE,1986,230400
Switzerland,CHE,1987,241300
Switzerland,CHE,1988,299800
Switzerland,CHE,1989,358600
Switzerland,CHE,1990,343100
Switzerland,CHE,1991,344789
Switzerland,CHE,1992,347758
Switzerland,CHE,1993,367437
Switzerland,CHE,1994,284632
Switzerland,CHE,1995,294320
Switzerland,CHE,1996,322854
Switzerland,CHE,1997,304488
Switzerland,CHE,1998,329732
Switzerland,CHE,1999,250691
Switzerland,CHE,2000,274100
Switzerland,CHE,2001,245200
Switzerland,CHE,2002,247200
Switzerland,CHE,2003,218000
Switzerland,CHE,2004,257400
Switzerland,CHE,2005,231200
Switzerland,CHE,2006,230000
Switzerland,CHE,2007,210500
Switzerland,CHE,2008,200341
Switzerland,CHE,2009,198061
Switzerland,CHE,2010,174113
Switzerland,CHE,2011,183371
Switzerland,CHE,2012,184141
Switzerland,CHE,2013,164839
Switzerland,CHE,2014,201091
Switzerland,CHE,2015,198637
Switzerland,CHE,2016,159890
Switzerland,CHE,2017,207374
Switzerland,CHE,2018,180948
Switzerland,CHE,2019,189096
Switzerland,CHE,2020,192024
Syria,SYR,1961,335000
Syria,SYR,1962,797758
Syria,SYR,1963,783806
Syria,SYR,1964,636906
Syria,SYR,1965,690100
Syria,SYR,1966,203000
Syria,SYR,1967,590000
Syria,SYR,1968,512000
Syria,SYR,1969,626959
Syria,SYR,1970,234920
Syria,SYR,1971,261853
Syria,SYR,1972,710000
Syria,SYR,1973,101954
Syria,SYR,1974,655480
Syria,SYR,1975,596544
Syria,SYR,1976,1058711
Syria,SYR,1977,336893
Syria,SYR,1978,728696
Syria,SYR,1979,394700
Syria,SYR,1980,1587279
Syria,SYR,1981,1405785
Syria,SYR,1982,661040
Syria,SYR,1983,1043300
Syria,SYR,1984,303500
Syria,SYR,1985,740200
Syria,SYR,1986,1115700
Syria,SYR,1987,576300
Syria,SYR,1988,2835859
Syria,SYR,1989,271000
Syria,SYR,1990,846000
Syria,SYR,1991,917000
Syria,SYR,1992,1091400
Syria,SYR,1993,1553352
Syria,SYR,1994,1481740
Syria,SYR,1995,1705142
Syria,SYR,1996,1653018
Syria,SYR,1997,982654
Syria,SYR,1998,868848
Syria,SYR,1999,425536
Syria,SYR,2000,211905
Syria,SYR,2001,195556
Syria,SYR,2002,919514
Syria,SYR,2003,1079060
Syria,SYR,2004,527193
Syria,SYR,2005,767416
Syria,SYR,2006,1202400
Syria,SYR,2007,784479
Syria,SYR,2008,261100
Syria,SYR,2009,845669
Syria,SYR,2010,679800
Syria,SYR,2011,666764
Syria,SYR,2012,728051
Syria,SYR,2013,910920
Syria,SYR,2014,600104
Syria,SYR,2015,1118717
Syria,SYR,2016,1242329
Syria,SYR,2017,990054
Syria,SYR,2018,408110
Syria,SYR,2019,3053124
Syria,SYR,2020,2245791
Taiwan,TWN,1961,304
Taiwan,TWN,1962,264
Taiwan,TWN,1963,397
Taiwan,TWN,1964,740
Taiwan,TWN,1965,1051
Taiwan,TWN,1966,1037
Taiwan,TWN,1967,820
Taiwan,TWN,1968,843
Taiwan,TWN,1969,1229
Taiwan,TWN,1970,851
Taiwan,TWN,1971,724
Taiwan,TWN,1972,554
Taiwan,TWN,1973,672
Taiwan,TWN,1974,489
Taiwan,TWN,1975,450
Taiwan,TWN,1976,664
Taiwan,TWN,1977,700
Taiwan,TWN,1978,700
Taiwan,TWN,1979,132
Taiwan,TWN,1980,111
Taiwan,TWN,1981,44
Taiwan,TWN,1982,60
Taiwan,TWN,1983,226
Taiwan,TWN,1990,0
Taiwan,TWN,1991,0
Taiwan,TWN,1992,0
Taiwan,TWN,1993,0
Taiwan,TWN,1994,0
Taiwan,TWN,1995,0
Taiwan,TWN,1996,0
Taiwan,TWN,1997,0
Taiwan,TWN,1998,0
Taiwan,TWN,1999,0
Tajikistan,TJK,1992,41514
Tajikistan,TJK,1993,30000
Tajikistan,TJK,1994,25000
Tajikistan,TJK,1995,22478
Tajikistan,TJK,1996,17360
Tajikistan,TJK,1997,23352
Tajikistan,TJK,1998,25579
Tajikistan,TJK,1999,25217
Tajikistan,TJK,2000,18624
Tajikistan,TJK,2001,15482
Tajikistan,TJK,2002,36061
Tajikistan,TJK,2003,50515
Tajikistan,TJK,2004,63406
Tajikistan,TJK,2005,64484
Tajikistan,TJK,2006,62327
Tajikistan,TJK,2007,71039
Tajikistan,TJK,2008,57601
Tajikistan,TJK,2009,101685
Tajikistan,TJK,2010,116399
Tajikistan,TJK,2011,74345
Tajikistan,TJK,2012,102359
Tajikistan,TJK,2013,123978
Tajikistan,TJK,2014,113430
Tajikistan,TJK,2015,138240
Tajikistan,TJK,2016,141957
Tajikistan,TJK,2017,145620
Tajikistan,TJK,2018,108817
Tajikistan,TJK,2019,156240
Tajikistan,TJK,2020,150000
Tanzania,TZA,1961,100
Tanzania,TZA,1962,100
Tanzania,TZA,1963,200
Tanzania,TZA,1964,300
Tanzania,TZA,1965,200
Tanzania,TZA,1966,200
Tanzania,TZA,1967,456
Tanzania,TZA,1968,420
Tanzania,TZA,1969,91
Tanzania,TZA,1970,140
Tanzania,TZA,1971,380
Tanzania,TZA,1972,440
Tanzania,TZA,1973,1470
Tanzania,TZA,1974,900
Tanzania,TZA,1975,2000
Tanzania,TZA,1976,2000
Tanzania,TZA,1977,2000
Tanzania,TZA,1978,2000
Tanzania,TZA,1979,3050
Tanzania,TZA,1980,3500
Tanzania,TZA,1981,4000
Tanzania,TZA,1982,4500
Tanzania,TZA,1983,4600
Tanzania,TZA,1984,4700
Tanzania,TZA,1985,4800
Tanzania,TZA,1986,4900
Tanzania,TZA,1987,5000
Tanzania,TZA,1988,5100
Tanzania,TZA,1989,5200
Tanzania,TZA,1990,5300
Tanzania,TZA,1991,5400
Tanzania,TZA,1992,5500
Tanzania,TZA,1993,5000
Tanzania,TZA,1994,5500
Tanzania,TZA,1995,6000
Tanzania,TZA,1996,5000
Tanzania,TZA,1997,4000
Tanzania,TZA,1998,6000
Tanzania,TZA,1999,5500
Tanzania,TZA,2000,9000
Tanzania,TZA,2001,11500
Tanzania,TZA,2002,13000
Tanzania,TZA,2003,14500
Tanzania,TZA,2004,16000
Tanzania,TZA,2005,18000
Tanzania,TZA,2006,20590
Tanzania,TZA,2007,17830
Tanzania,TZA,2008,16000
Tanzania,TZA,2009,14705
Tanzania,TZA,2010,15228
Tanzania,TZA,2011,6898
Tanzania,TZA,2012,10670
Tanzania,TZA,2013,11300
Tanzania,TZA,2014,11400
Tanzania,TZA,2015,14440
Tanzania,TZA,2016,15705
Tanzania,TZA,2017,17255
Tanzania,TZA,2018,19501
Tanzania,TZA,2019,20019
Tanzania,TZA,2020,20392
Thailand,THA,1989,588
Thailand,THA,1990,950
Thailand,THA,1991,1401
Thailand,THA,1992,1932
Thailand,THA,1993,6000
Thailand,THA,1994,10000
Thailand,THA,1995,16000
Thailand,THA,1996,21546
Thailand,THA,1997,13982
Thailand,THA,1998,15560
Thailand,THA,1999,17442
Thailand,THA,2000,11461
Thailand,THA,2001,13131
Thailand,THA,2002,13595
Thailand,THA,2003,22863
Thailand,THA,2004,24970
Thailand,THA,2005,28444
Thailand,THA,2006,36528
Thailand,THA,2007,45435
Thailand,THA,2008,53648
Thailand,THA,2009,61954
Thailand,THA,2010,70000
Thailand,THA,2011,80000
Thailand,THA,2012,88500
Thailand,THA,2013,95000
Thailand,THA,2014,120000
Thailand,THA,2015,120000
Thailand,THA,2016,120000
Thailand,THA,2017,140000
Thailand,THA,2018,130000
Thailand,THA,2019,138633
Thailand,THA,2020,158228
Tunisia,TUN,1961,70000
