Entity,Code,Year,"Meat, game | 00001163 || Production | 005510 || tonnes","Meat, duck | 00001069 || Production | 005510 || tonnes","Meat, horse | 00001097 || Production | 005510 || tonnes","Meat, camel | 00001127 || Production | 005510 || tonnes","Meat, goose and guinea fowl | 00001073 || Production | 005510 || tonnes","Meat, sheep and goat | 00001807 || Production | 005510 || tonnes","Meat, beef and buffalo | 00001806 || Production | 005510 || tonnes","Meat, pig | 00001035 || Production | 005510 || tonnes","Meat, poultry | 00001808 || Production | 005510 || tonnes"
Hong Kong,HKG,2018,7803,486,,,,87,6179,120000,24550
Hong Kong,HKG,2019,7860,482,,,,83,6632,120000,23763
Hong Kong,HKG,2020,7918,478,,,,81,6647,120000,20129
Hong Kong,HKG,1961,,884,,,,92,15500,52000,20884
Hong Kong,HKG,1962,,884,,,,120,20150,78000,21884
Hong Kong,HKG,1963,,884,,,,110,17950,93000,22884
Hong Kong,HKG,1964,,952,,,,120,22400,98500,23952
Hong Kong,HKG,1965,,952,,,,130,27150,101000,24952
Hungary,HUN,1961,,8000,11500,,23500,10200,106800,502300,129200
Hungary,HUN,1962,,10000,5000,,24000,10100,117000,503600,137500
Hungary,HUN,1963,,12000,3200,,18500,8700,108900,510300,145600
Hungary,HUN,1964,,15000,3200,,20000,6200,98500,516300,157100
Hungary,HUN,1965,,19000,4000,,25000,8900,101100,545500,157100
Hungary,HUN,1966,,15000,2400,,24000,9100,100200,536900,167000
Hungary,HUN,1967,,21000,2200,,30000,8400,106400,523300,180600
Hungary,HUN,1968,,24000,3300,,38000,7600,121900,616500,182300
Hungary,HUN,1969,,20000,1900,,25000,7400,127600,542200,188900
Hungary,HUN,1970,,37000,2300,,32000,6300,119300,569800,221900
Hungary,HUN,1971,,43000,2000,,48000,5300,120100,683400,233100
Hungary,HUN,1972,,22000,3200,,28000,5500,107300,774900,226300
Hungary,HUN,1973,,18000,900,,25000,7000,120700,696400,242800
Hungary,HUN,1974,,21000,800,,22000,6300,123800,809500,267600
Hungary,HUN,1975,,22000,1200,,27000,6600,145900,843400,275400
Hungary,HUN,1976,,17000,1500,,21500,4700,137600,765200,302000
Hungary,HUN,1977,,20000,600,,23000,3600,134000,864500,313000
Hungary,HUN,1978,,22000,600,,28000,5900,139000,853000,319700
Hungary,HUN,1979,,20000,500,,27000,4700,140200,884500,319300
Hungary,HUN,1980,,26500,600,,30800,7300,153100,904900,352000
Hungary,HUN,1981,,30400,200,,32600,7500,141000,906100,366000
Hungary,HUN,1982,,28400,200,,36700,6900,140600,946800,417600
Hungary,HUN,1983,,27700,0,,38800,7000,127400,1049300,402300
Hungary,HUN,1984,,27000,,,38000,8100,131800,1123500,402500
Hungary,HUN,1985,,24300,,,33000,8800,145500,1011100,402000
Hungary,HUN,1986,,24600,,,36000,8300,124200,985500,439700
Hungary,HUN,1987,,27200,,,36000,4800,129300,1036700,463300
Hungary,HUN,1988,,32800,,,46200,4600,110100,1021900,478100
Hungary,HUN,1989,,35500,,,45800,6900,113900,1014300,436400
Hungary,HUN,1990,,32500,0,,54800,5465,113800,1017700,450500
Hungary,HUN,1991,,30600,0,,43600,6065,122800,930500,352700
Hungary,HUN,1992,,28300,0,,36800,6065,123200,764300,340000
Hungary,HUN,1993,,20700,0,,30700,1865,97100,672400,319300
Hungary,HUN,1994,,24600,0,,32800,1230,72100,608300,341200
Hungary,HUN,1995,,20700,0,,48000,2070,57500,578300,387000
Hungary,HUN,1996,,20736,0,,48960,1820,50200,670700,377296
Hungary,HUN,1997,,33713,0,,41353,2130,55270,580720,402071
Hungary,HUN,1998,,32192,0,,38946,2730,47020,569900,451523
Hungary,HUN,1999,,37000,0,,43797,3860,50970,625890,399357
Hungary,HUN,2000,,43362,0,,48000,3770,66940,613420,470028
Hungary,HUN,2001,,45454,19,,38102,2888,51600,556100,472339
Hungary,HUN,2002,,66787,0,,43637,2700,47620,580000,515042
Hungary,HUN,2003,,64678,0,,47897,1122,39173,510318,492079
Hungary,HUN,2004,,48083,50,,40233,1379,37513,486541,468794
Hungary,HUN,2005,,53078,70,,35731,1103,32241,453892,433224
Hungary,HUN,2006,,44458,10,,27181,1142,33303,489127,385031
Hungary,HUN,2007,,50136,21,,26942,874,34258,499437,375958
Hungary,HUN,2008,,42626,22,,25876,1218,32121,461175,387632
Hungary,HUN,2009,,52339,64,,27214,1054,30149,453484,386949
Hungary,HUN,2010,,52379,80,,16898,1045,27598,452073,375626
Hungary,HUN,2011,,59250,98,,24177,1200,26432,434707,402075
Hungary,HUN,2012,,61405,93,,28854,1334,25394,393712,428461
Hungary,HUN,2013,,64097,86,,26285,1028,23457,368153,404683
Hungary,HUN,2014,,74155,102,,25443,1368,24080,412292,441931
Hungary,HUN,2015,,78025,208,,22015,1417,27315,455088,490121
Hungary,HUN,2016,,78769,169,,25856,1229,28939,457808,514545
Hungary,HUN,2017,,52796,272,,20943,1795,28162,469829,493098
Hungary,HUN,2018,,92870,151,,26445,1800,30180,467100,525405
Hungary,HUN,2019,,90850,,,,1800,30820,462060,531680
Hungary,HUN,2020,,63350,,,,1120,29150,455720,521267
Iceland,ISL,1961,,,1070,,,13000,2000,250,250
Iceland,ISL,1962,,,1168,,,13258,2600,280,250
Iceland,ISL,1963,,,1110,,,12303,2600,290,250
Iceland,ISL,1964,,,960,,,11307,2700,320,250
Iceland,ISL,1965,,,860,,,12367,2700,330,250
Iceland,ISL,1966,,,740,,,12599,2620,440,250
Iceland,ISL,1967,,,800,,,13464,2719,440,250
Iceland,ISL,1968,,,855,,,13127,1800,481,250
Iceland,ISL,1969,,,1271,,,12894,1913,405,250
Iceland,ISL,1970,,,595,,,12242,2190,408,300
Iceland,ISL,1971,,,766,,,11266,2165,400,330
Iceland,ISL,1972,,,760,,,12478,2400,430,375
Iceland,ISL,1973,,,664,,,13715,2572,560,450
Iceland,ISL,1974,,,761,,,13983,2660,600,430
Iceland,ISL,1975,,,640,,,15327,2880,600,447
Iceland,ISL,1976,,,653,,,14755,2446,680,470
Iceland,ISL,1977,,,660,,,14780,2191,720,500
Iceland,ISL,1978,,,713,,,15755,2593,780,660
Iceland,ISL,1979,,,763,,,15893,3324,900,580
Iceland,ISL,1980,,,1169,,,14479,2224,1050,714
Iceland,ISL,1981,,,1343,,,14781,2538,1110,771
Iceland,ISL,1982,,,1406,,,14344,2289,982,790
Iceland,ISL,1983,,,1299,,,13694,2759,1267,1033
Iceland,ISL,1984,,,922,,,13015,2807,1435,1064
Iceland,ISL,1985,,,1077,,,12875,3239,1630,1527
Iceland,ISL,1986,,,969,,,13472,3416,1868,2139
Iceland,ISL,1987,,,652,,,12598,3302,2007,1851
Iceland,ISL,1988,,,515,,,10543,2923,2474,1115
Iceland,ISL,1989,,,782,,,9623,2890,2686,1292
Iceland,ISL,1990,,,639,,,9454,2932,2533,1520
Iceland,ISL,1991,,,727,,,9307,2998,2594,1558
Iceland,ISL,1992,,,831,,,8597,3380,2643,1602
Iceland,ISL,1993,,,822,,,8850,3401,2861,1501
Iceland,ISL,1994,,,809,,,8798,3541,3212,1349
Iceland,ISL,1995,,,988,,,8690,3061,3330,1952
Iceland,ISL,1996,,,637,,,8131,3142,3740,1704
Iceland,ISL,1997,,,725,,,7903,3441,3938,2107
Iceland,ISL,1998,,,792,,,8176,3443,3886,2736
Iceland,ISL,1999,,,1070,,,8644,3664,4706,3006
Iceland,ISL,2000,,,1100,,,9735,3626,4783,3051
Iceland,ISL,2001,,,1055,,,8616,3683,5284,3776
Iceland,ISL,2002,,,1019,,,8676,3639,6011,4633
Iceland,ISL,2003,,,906,,,8792,3624,6205,5706
Iceland,ISL,2004,,,883,,,8644,3611,5597,5392
Iceland,ISL,2005,,,762,,,8738,3540,5300,5768
Iceland,ISL,2006,,,850,,,8647,3196,5744,6653
Iceland,ISL,2007,,,947,,,8644,3557,6088,7597
Iceland,ISL,2008,,,1005,,,8930,3607,6645,7402
Iceland,ISL,2009,,,1018,,,8841,3761,6375,7146
Iceland,ISL,2010,,,799,,,9166,3895,6158,6905
Iceland,ISL,2011,,,878,,,9587,3858,6044,7240
Iceland,ISL,2012,,,1503,,,9921,4114,5855,7835
Iceland,ISL,2013,,,1293,,,9891,4082,6404,7879
Iceland,ISL,2014,,,1196,,,10100,3495,6472,8046
Iceland,ISL,2015,,,946,,,10185,3605,6806,8328
Iceland,ISL,2016,,,982,,,10375,4387,6089,9307
Iceland,ISL,2017,,,1061,,,10619,4614,6265,9970
Iceland,ISL,2018,,,939,,,10487,4775,6797,9760
Iceland,ISL,2019,,,1085,,,9719,4826,6533,9908
Iceland,ISL,2020,,,1066,,,9070,4652,6813,9379
India,IND,1961,,8840,,,,357400,1056852,154000,77839
India,IND,1962,,9620,,,,378600,1076380,152775,78619
India,IND,1963,,10400,,,,382800,1088666,151375,79399
India,IND,1964,,11180,,,,385200,1116760,150500,81182
India,IND,1965,,11960,,,,386400,1142200,148750,82961
India,IND,1966,,12740,,,,388640,1165820,148050,84740
India,IND,1967,,12610,,,,388760,1199400,157850,86608
India,IND,1968,,12480,,,,388400,1234196,166250,88481
India,IND,1969,,12350,,,,386000,1257428,165550,91352
India,IND,1970,,12220,,,,384800,1289988,174300,93220
India,IND,1971,,12090,,,,382000,1322824,194425,95088
India,IND,1972,,11830,,,,378000,1338000,205100,95827
India,IND,1973,,12090,,,,381200,1376200,205275,97086
India,IND,1974,,12350,,,,385400,1419490,211225,98345
India,IND,1975,,12610,,,,397700,1459032,214200,100630
India,IND,1976,,12870,,,,404100,1500485,217525,102870
India,IND,1977,,13260,,,,411000,1536230,224875,103260
India,IND,1978,,15210,,,,424640,1569200,235200,108360
India,IND,1979,,17160,,,,438900,1620873,249900,117960
India,IND,1980,,19110,,,,456240,1673972,261450,132150
India,IND,1981,,21060,,,,471360,1710776,278950,141210
India,IND,1982,,23400,,,,513600,1877530,296100,153450
India,IND,1983,,24700,,,,518600,1893708,299950,161500
India,IND,1984,,26260,,,,525100,1912188,304325,176290
India,IND,1985,,27820,,,,533300,1953800,360500,188920
India,IND,1986,,29380,,,,543100,1980760,364000,209380
India,IND,1987,,30940,,,,589400,2038200,367500,307690
India,IND,1988,,30550,,,,597000,2063268,381500,313150
India,IND,1989,,30160,,,,604600,2088339,395500,345160
India,IND,1990,,29770,,,,611200,2114348,413000,391570
India,IND,1991,,29380,,,,618800,2166802,427000,522580
India,IND,1992,,29120,,,,626400,2178608,444500,540320
India,IND,1993,,31460,,,,636200,2187641,448000,608360
India,IND,1994,,33800,,,,647000,2196812,451500,625100
India,IND,1995,,36530,,,,657800,2206259,455000,642230
India,IND,1996,,39390,,,,667600,2216120,458500,660390
India,IND,1997,,40300,,,,679840,2225602,461650,664900
India,IND,1998,,40300,,,,683000,2230663,463400,738300
India,IND,1999,,40300,,,,686400,2236138,464730,810300
India,IND,2000,,40040,,,,689800,2242025,465850,904040
India,IND,2001,,39910,,,,693200,2248361,467180,962910
India,IND,2002,,39780,,,,697000,2255144,468580,1127780
India,IND,2003,,39000,,,,701700,2262720,469910,1249000
India,IND,2004,,39000,,,,724600,2304139,444500,1343000
India,IND,2005,,37700,,,,748000,2346316,425250,1440700
India,IND,2006,,37050,,,,773280,2389008,404915,1555050
India,IND,2007,,36400,,,,798796,2433418,385000,1791400
India,IND,2008,,35100,,,,791600,2450579,381500,1919100
India,IND,2009,,33800,,,,781800,2468973,378000,2120800
India,IND,2010,,33150,,,,774000,2543671,371000,2226150
India,IND,2011,,32500,,,,764440,2548922,364000,2515600
India,IND,2012,,31200,,,,755040,2553761,357000,2712800
India,IND,2013,,29900,,,,746600,2581291,353500,2878822
India,IND,2014,,28860,,,,740337,2575024,350001,3073960
India,IND,2015,,32476,,,,769926,2514753,361686,3296286
India,IND,2016,,36122,,,,789515,2505380,367168,3480885
India,IND,2017,,38293,,,,792350,2485396,381609,3805233
India,IND,2018,,41090,,,,807918,2570342,375723,4102880
India,IND,2019,,43930,,,,826707,2539921,358224,4223893
India,IND,2020,,46539,,,,835564,2516140,335932,3597175
Indonesia,IDN,1961,,2385,920,,,35000,154300,93500,54385
Indonesia,IDN,1962,,2475,800,,,36000,161500,104500,55275
Indonesia,IDN,1963,,2520,750,,,35000,155800,115500,56120
Indonesia,IDN,1964,,2610,750,,,36000,166000,115500,57410
Indonesia,IDN,1965,,2700,870,,,36000,169300,115500,57900
Indonesia,IDN,1966,,2835,620,,,36000,164600,115500,58835
Indonesia,IDN,1967,,2925,500,,,37600,166000,104500,60725
Indonesia,IDN,1968,,3272,370,,,29884,169000,137500,57772
Indonesia,IDN,1969,,3272,440,,,35996,174000,121000,58772
Indonesia,IDN,1970,,3317,446,,,39622,204000,126500,59617
Indonesia,IDN,1971,,4255,703,,,38305,198900,148500,71455
Indonesia,IDN,1972,,5901,991,,,43175,206300,159500,79301
Indonesia,IDN,1973,,5563,1175,,,45508,227200,137500,81163
Indonesia,IDN,1974,,6165,1254,,,44627,248100,143000,88565
Indonesia,IDN,1975,,6390,1539,,,50492,255600,132000,93590
Indonesia,IDN,1976,,6840,1517,,,51689,264900,148500,98040
Indonesia,IDN,1977,,7200,1696,,,53562,260320,148500,103200
Indonesia,IDN,1978,,7893,1826,,,57211,259210,143000,111893
Indonesia,IDN,1979,,8140,1400,,,61276,260700,176000,142140
Indonesia,IDN,1980,,9485,1600,,,53900,259800,176000,177285
Indonesia,IDN,1981,,10092,1700,,,56700,268800,203500,187992
Indonesia,IDN,1982,,10737,1800,,,59000,276500,214500,199437
Indonesia,IDN,1983,,10701,1800,,,89000,247900,280500,263901
Indonesia,IDN,1984,,10100,1700,,,77100,264600,335500,279700
Indonesia,IDN,1985,,9900,1700,,,79300,276000,368500,318200
Indonesia,IDN,1986,,10300,1300,,,93500,277200,412500,343300
Indonesia,IDN,1987,,10700,1500,,,92100,278500,418000,382400
Indonesia,IDN,1988,,10400,1600,,,97200,279800,462000,404100
Indonesia,IDN,1989,,10000,1400,,,95100,295900,495000,442400
Indonesia,IDN,1990,,10500,1700,,,90000,303500,544500,508700
Indonesia,IDN,1991,,10500,1500,,,94410,309700,572000,583500
Indonesia,IDN,1992,,11300,1800,,,99010,342000,583000,646600
Indonesia,IDN,1993,,11000,1600,,,111250,397512,621500,698634
Indonesia,IDN,1994,,19500,1300,,,99688,384657,660000,822675
Indonesia,IDN,1995,,21400,1237,,,94283,359462,572000,875700
Indonesia,IDN,1996,,20434,1159,,,98636,395865,599500,946979
Indonesia,IDN,1997,,20393,1509,,,107176,401003,632500,898636
Indonesia,IDN,1998,,15814,1948,,,81666,388942,621500,620521
Indonesia,IDN,1999,,15670,2265,,,77351,356876,550000,620184
Indonesia,IDN,2000,,13790,928,,,78300,385795,412500,817740
Indonesia,IDN,2001,,23120,1090,,,93472,382329,418000,923520
Indonesia,IDN,2002,,21780,1060,,,126880,372599,467500,1104790
Indonesia,IDN,2003,,21250,1590,,,144500,410350,495000,1138960
Indonesia,IDN,2004,,22210,1560,,,123187,487810,194683,1213121
Indonesia,IDN,2005,,21350,1591,,,97931,396757,173669,1147060
Indonesia,IDN,2006,,24531,2267,,,140191,439729,195983,1284679
Indonesia,IDN,2007,,44105,1976,,,120467,381236,228905,1339925
Indonesia,IDN,2008,,30980,1813,,,113056,431543,209777,1380480
Indonesia,IDN,2009,,25780,1799,,,128090,443955,200118,1430180
Indonesia,IDN,2010,,26000,1974,,,113658,472364,211993,1565600
Indonesia,IDN,2011,,28184,2184,,,113138,520664,224800,1693021
Indonesia,IDN,2012,,33610,2920,,,109573,545870,232143,1767621
Indonesia,IDN,2013,,34579,3004,,,106656,542655,298440,1872482
Indonesia,IDN,2014,,33178,2314,,,108754,532907,302287,1972405
Indonesia,IDN,2015,,34854,2239,,,109473,542071,330213,2065738
Indonesia,IDN,2016,,41867,2561,,,113757,550389,339609,2342634
Indonesia,IDN,2017,,42319,2742,,,125466,515700,317402,3218172
Indonesia,IDN,2018,,44680,2402,,,152429,523318,215813,3882991
Indonesia,IDN,2019,,46564,1848,,,142925,529591,236277,3975489
Indonesia,IDN,2020,,44362,1927,,,136747,540503,241354,3752238
Iran,IRN,1961,12000,1520,,2800,1500,172300,88840,1200,42570
Iran,IRN,1962,12000,1540,,2800,1550,183000,92920,1200,42655
Iran,IRN,1963,12000,1560,,2200,1600,173100,82060,1200,44840
Iran,IRN,1964,12000,1580,,2000,1650,172400,83600,1200,46325
Iran,IRN,1965,12000,1600,,2000,1700,172400,84500,1200,46410
Iran,IRN,1966,12000,1620,,2000,1750,175900,85400,1200,46510
Iran,IRN,1967,12000,1640,,2000,1800,180800,88260,1200,64610
Iran,IRN,1968,12000,1660,,2000,1850,185400,91120,1200,73110
Iran,IRN,1969,14000,1680,,1600,1900,188000,95880,1200,81910
Iran,IRN,1970,14000,1700,,1400,1950,183800,105140,1350,91725
Iran,IRN,1971,14000,1720,,1200,2000,186600,115040,1350,102740
Iran,IRN,1972,14000,1740,,1200,2050,188000,125580,1350,115155
Iran,IRN,1973,14000,1760,,1200,2100,188700,127640,1350,115270
Iran,IRN,1974,14000,1780,,1100,2150,190600,134520,1500,122388
Iran,IRN,1975,14000,1840,,1100,2200,192500,138000,1400,120486
Iran,IRN,1976,14000,1880,,1200,2250,203200,157680,1500,139660
Iran,IRN,1977,14200,1920,,1200,2300,217000,167200,1500,168834
Iran,IRN,1978,14400,1960,,1200,2350,222000,167040,1500,200960
Iran,IRN,1979,14600,2000,,1200,2400,247400,169040,1250,215110
Iran,IRN,1980,15000,2200,,1200,2450,224800,178680,0,217405
Iran,IRN,1981,15200,2400,,1200,2500,231600,178480,,219700
Iran,IRN,1982,15500,2600,,1200,2550,244400,178960,,222004
Iran,IRN,1983,15500,2800,,1200,2600,257000,174120,,237350
Iran,IRN,1984,16000,3000,,1300,2650,270200,174280,,242750
Iran,IRN,1985,16000,3200,,1300,2700,284400,177600,,243300
Iran,IRN,1986,16000,3400,,1400,2750,303000,180760,,313850
Iran,IRN,1987,18000,3600,,1400,2850,300400,183620,,339579
Iran,IRN,1988,18000,4000,,1300,2950,303700,190240,,340250
Iran,IRN,1989,20000,3100,,1300,2300,317000,212240,,389000
Iran,IRN,1990,22000,3200,,1300,2500,337500,220560,0,389900
Iran,IRN,1991,23000,3300,,4000,2625,344000,226800,0,430725
Iran,IRN,1992,29000,3400,,3660,2750,358000,235960,0,531550
Iran,IRN,1993,32000,3400,,3700,2750,365800,245120,0,572219
Iran,IRN,1994,28800,3400,,3840,2750,371800,255280,0,625750
Iran,IRN,1995,26600,3500,,3960,2750,376800,264920,0,649850
Iran,IRN,1996,16000,3500,,6801,2750,380450,318695,0,663150
Iran,IRN,1997,20000,3500,,6802,2750,406000,328421,0,725150
Iran,IRN,1998,21892,3400,,6802,2500,418000,335989,0,708200
Iran,IRN,1999,26000,3300,,3988,2500,397000,297672,0,736800
Iran,IRN,2000,12000,3200,,4000,2500,435666,289000,0,814700
Iran,IRN,2001,12000,3200,,4000,2500,443720,295000,0,896700
Iran,IRN,2002,13000,3200,,3702,2500,449710,356692,0,953700
Iran,IRN,2003,13050,3200,,4003,2500,416850,330920,0,1115700
Iran,IRN,2004,12203,3200,,4200,2500,427300,353500,0,1163700
Iran,IRN,2005,11282,3200,,5000,2500,432000,363000,0,1248700
Iran,IRN,2006,10347,3200,,4300,2545,435900,388800,0,1371745
Iran,IRN,2007,9411,3200,,4400,2567,454100,407500,,1479767
Iran,IRN,2008,8585,3200,,3493,2625,347522,339585,,1576825
Iran,IRN,2009,8265,3200,,3505,2625,357142,341953,,1621825
Iran,IRN,2010,7945,3200,,3634,2625,371515,362351,,1677825
Iran,IRN,2011,7625,3200,,3295,2625,369710,367795,,1794825
Iran,IRN,2012,7305,3200,,3323,2606,372804,370873,,1882813
Iran,IRN,2013,6985,3200,,4800,2609,354000,396200,,1978824
Iran,IRN,2014,5402,2620,,5000,2615,366000,414000,,2044273
Iran,IRN,2015,4413,3099,,5272,2617,382606,394423,,2072998
Iran,IRN,2016,5600,2929,,6100,2616,355232,448097,,2059060
Iran,IRN,2017,5138,2964,,10000,2613,356883,467934,,2142285
Iran,IRN,2018,5050,2938,,7012,2628,287275,438619,,2165346
Iran,IRN,2019,5263,2924,,5824,2632,252319,373863,,2198143
Iran,IRN,2020,5150,2912,,4518,2637,335951,534494,,2230892
Iraq,IRQ,1961,,,,5600,,46960,38600,,3900
Iraq,IRQ,1962,,,,5600,,46480,39700,,4100
Iraq,IRQ,1963,,,,5600,,45440,40800,,4500
Iraq,IRQ,1964,,,,5600,,45000,41600,,5400
Iraq,IRQ,1965,,,,5635,,45200,38000,,5800
Iraq,IRQ,1966,,,,5775,,45640,37300,,7000
Iraq,IRQ,1967,,,,5688,,46192,39500,,10000
Iraq,IRQ,1968,,,,6300,,47432,40600,,13000
Iraq,IRQ,1969,,,,6475,,46248,41850,,15000
Iraq,IRQ,1970,,,,6825,,47680,44570,,18000
Iraq,IRQ,1971,,,,6650,,44760,45700,,20000
Iraq,IRQ,1972,,,,6388,,41440,45850,,24000
Iraq,IRQ,1973,,,,6125,,38240,45000,,27000
Iraq,IRQ,1974,,,,5775,,34700,45400,,29000
Iraq,IRQ,1975,,,,5425,,34376,44450,,29000
Iraq,IRQ,1976,,,,5250,,37421,51306,,29600
Iraq,IRQ,1977,,,,4725,,37520,50825,,31000
Iraq,IRQ,1978,,,,3850,,37800,51150,,42100
Iraq,IRQ,1979,,,,2800,,38180,49825,,45700
Iraq,IRQ,1980,,,,2800,,40800,50900,,57800
Iraq,IRQ,1981,,,,2958,,42050,49125,,64600
Iraq,IRQ,1982,,,,3150,,39072,51550,,154682
Iraq,IRQ,1983,,,,3150,,37796,49975,,112500
Iraq,IRQ,1984,,,,2800,,35104,52245,,160046
Iraq,IRQ,1985,,,,2100,,31828,48900,,189954
Iraq,IRQ,1986,,,,1575,,32265,46365,,198482
Iraq,IRQ,1987,,,,1750,,33240,46520,,200770
Iraq,IRQ,1988,,,,1925,,33640,47085,,209850
Iraq,IRQ,1989,,,,2188,,30640,48110,,268228
Iraq,IRQ,1990,,,,2275,,35827,54065,,192283
Iraq,IRQ,1991,,,,525,,21730,34380,,8891
Iraq,IRQ,1992,,,,385,,29420,45675,,24439
Iraq,IRQ,1993,,,,308,,37520,56475,,22343
Iraq,IRQ,1994,,,,247,,33465,51675,,34000
Iraq,IRQ,1995,,,,208,,30554,43337,,37000
Iraq,IRQ,1996,,,,193,,22240,37160,,38000
Iraq,IRQ,1997,,,,250,,27060,45525,,33000
Iraq,IRQ,1998,,,,308,,27920,47025,,28000
Iraq,IRQ,1999,,,,327,,27780,47160,,49000
Iraq,IRQ,2000,,,,347,,31080,47775,,74000
Iraq,IRQ,2001,,,,308,,24760,50640,,83000
Iraq,IRQ,2002,,,,788,,24640,51150,,95000
Iraq,IRQ,2003,,,,1318,,32400,34592,,25000
Iraq,IRQ,2004,,,,632,,23840,43610,,46000
Iraq,IRQ,2005,,,,1925,,30956,48080,,85000
Iraq,IRQ,2006,,,,1925,,36675,42610,,60000
Iraq,IRQ,2007,,,,875,,46620,34281,,81000
Iraq,IRQ,2008,,,,1800,,54560,52000,,49000
Iraq,IRQ,2009,,,,1600,,51200,55000,,34084
Iraq,IRQ,2010,,,,1500,,53600,58208,,52812
Iraq,IRQ,2011,,,,1575,,55400,58024,,87156
Iraq,IRQ,2012,,,,1645,,58650,59521,,87920
Iraq,IRQ,2013,,,,1579,,48996,56042,,101000
Iraq,IRQ,2014,,,,1069,,56343,51367,,70000
Iraq,IRQ,2015,,,,814,,55697,32864,,86000
Iraq,IRQ,2016,,,,1341,,56151,35592,,87000
Iraq,IRQ,2017,,,,1449,,56428,36974,,96000
Iraq,IRQ,2018,,,,1564,,56640,37469,,109388
Iraq,IRQ,2019,,,,1690,,56970,38317,,148208
Iraq,IRQ,2020,,,,1825,,57102,39186,,156549
Ireland,IRL,1961,,1400,1020,,1000,37211,144539,106697,17400
Ireland,IRL,1962,,1200,2119,,1000,47017,125689,112162,17000
Ireland,IRL,1963,,1000,2301,,1000,47895,129513,115046,18600
Ireland,IRL,1964,,1000,3249,,920,46765,112798,120295,20200
Ireland,IRL,1965,,1000,3387,,920,44748,112943,139013,21370
Ireland,IRL,1966,,1400,3264,,800,48513,135257,125529,24580
Ireland,IRL,1967,,1200,4483,,760,45418,222957,109166,24780
Ireland,IRL,1968,,1200,3855,,760,44115,192949,122623,28520
Ireland,IRL,1969,,1200,2498,,760,43671,197955,143835,30460
Ireland,IRL,1970,,1200,2798,,720,39693,216339,144081,30320
Ireland,IRL,1971,,1200,2457,,720,47280,236040,154160,34750
Ireland,IRL,1972,,1200,2150,,760,45021,204507,160294,39000
Ireland,IRL,1973,,1600,2320,,800,43363,207300,143000,43000
Ireland,IRL,1974,,1600,2086,,800,45000,342000,131000,37000
Ireland,IRL,1975,,1600,3079,,760,46000,420000,99000,35160
Ireland,IRL,1976,,1400,3504,,720,37000,328000,123000,41000
Ireland,IRL,1977,,2000,3494,,720,37000,384800,130000,43000
Ireland,IRL,1978,,2000,2680,,720,41000,388700,135000,43720
Ireland,IRL,1979,,2000,1972,,680,39000,387900,151700,48580
Ireland,IRL,1980,,2000,2727,,640,42000,446400,153400,49440
Ireland,IRL,1981,,2400,2782,,680,44000,316300,149900,51980
Ireland,IRL,1982,,2200,2482,,680,40500,344900,153300,57580
Ireland,IRL,1983,,2200,2121,,680,39800,353000,160900,57580
Ireland,IRL,1984,,1600,1908,,680,40919,402281,144000,58980
Ireland,IRL,1985,,400,1570,,640,48300,448226,135499,61440
Ireland,IRL,1986,,800,670,,640,46191,509443,137079,66540
Ireland,IRL,1987,,1000,659,,640,47525,483620,140584,75240
Ireland,IRL,1988,,1400,453,,640,49700,459100,147500,81340
Ireland,IRL,1989,,1400,265,,640,63000,432400,143900,80840
Ireland,IRL,1990,,1400,49,,640,86000,515000,157000,91312
Ireland,IRL,1991,,1400,136,,640,86300,557100,179600,99440
Ireland,IRL,1992,,1800,460,,640,89200,568200,202300,91640
Ireland,IRL,1993,,1800,511,,640,95800,528500,212000,90290
Ireland,IRL,1994,,1900,550,,640,90700,447800,214800,99640
Ireland,IRL,1995,,2300,500,,640,87600,481100,211200,99840
Ireland,IRL,1996,,2500,700,,640,88500,538400,210700,104140
Ireland,IRL,1997,,2600,1350,,640,75500,569500,219900,108840
Ireland,IRL,1998,,2000,700,,640,86700,594800,241600,109640
Ireland,IRL,1999,,2000,1000,,640,90300,643800,249700,126640
Ireland,IRL,2000,,2000,1500,,1280,82900,576900,230400,123280
Ireland,IRL,2001,,2000,1500,,1280,78100,579400,239800,123280
Ireland,IRL,2002,,2400,2200,,1280,66500,540000,229700,122680
Ireland,IRL,2003,,2400,2000,,1280,63300,568000,218800,122680
Ireland,IRL,2004,,2000,2075,,1280,71800,563600,204300,127780
Ireland,IRL,2005,,2400,2000,,1280,73300,546000,205800,129180
Ireland,IRL,2006,,2400,1650,,1200,70300,537300,209000,123000
Ireland,IRL,2007,,3200,1600,,1200,65800,580800,205300,115800
Ireland,IRL,2008,,3200,1625,,1200,58800,537300,202400,117150
Ireland,IRL,2009,,3200,1650,,1200,55100,514500,195600,118900
Ireland,IRL,2010,,3200,2000,,1200,47700,559100,214300,115400
Ireland,IRL,2011,,3200,3000,,1200,48300,547100,233800,119400
Ireland,IRL,2012,,3139,4300,,1200,53600,495400,241400,119798
Ireland,IRL,2013,,3112,4400,,1193,57600,517600,239300,118996
Ireland,IRL,2014,,3200,3511,,1200,57700,582100,254100,120836
Ireland,IRL,2015,,3263,3659,,1203,58400,564100,276400,121660
Ireland,IRL,2016,,3440,3659,,1217,61000,588400,282700,124323
Ireland,IRL,2017,,3463,3279,,1222,67100,617000,294200,145935
Ireland,IRL,2018,,,,,,68410,622540,303270,145460
Ireland,IRL,2019,,,,,,66040,619800,304370,153990
